Num filters,# MACs,Inference time
32,160432128,2.9992684721946716
42,272498688,7.136141881346703
52,414056448,6.654520519077778
62,585105408,12.519133277237415
72,785645568,11.81261520832777
82,1015676928,19.523415714502335
92,1275199488,18.451052717864513
102,1564213248,28.208596631884575
112,1882718208,26.79551113396883
122,2230714368,38.36666699498892
132,2608201728,36.61633562296629
142,3015180288,50.28952099382877
152,3451650048,48.03856275975704
162,3917611008,63.69899585843086
172,4413063168,61.1243424937129
182,4938006528,78.55632435530424
192,5492441088,75.7725527510047
202,6076366848,94.98999081552029
212,6689783808,91.78666304796934
222,7332691968,112.98713181167841
232,8005091328,109.81984902173281
242,8706981888,132.78831727802753
252,9438363648,129.1963318362832
262,10199236608,154.15758825838566
272,10989600768,149.8836912214756
282,11809456128,176.76175106316805
292,12658802688,173.07867109775543
302,13537640448,201.50936488062143
312,14445969408,197.64170423150063
322,15383789568,227.393114939332
332,16351100928,223.17373659461737
342,17347903488,255.49186393618584
352,18374197248,249.3521384894848
362,19429982208,285.0363338366151
372,20515258368,278.9882915094495
382,21630025728,314.51440043747425
392,22774284288,310.5207569897175
402,23948034048,349.61121156811714
412,25151275008,341.4115756750107
422,26384007168,381.3751991838217
432,27646230528,374.26740024238825
442,28937945088,420.193238183856
452,30259150848,419.39073894172907
462,31609847808,458.28409399837255
472,32990035968,450.0944875180721
482,34399715328,501.86725333333015
492,35838885888,497.11853452026844
502,37307547648,543.8248254358768
512,38805700608,542.0377068221569
522,40333344768,587.6044612377882
532,41890480128,592.2822216525674
542,43477106688,649.6089603751898
552,45093224448,636.8539938703179
562,46738833408,693.2421196252108
572,48413933568,682.579567655921
582,50118524928,743.7428999692202
592,51852607488,729.7338787466288
602,53616181248,794.9407957494259
612,55409246208,780.9631060808897
622,57231802368,846.2996194139123
632,59083849728,831.956840120256
642,60965388288,901.4608329162002
652,62876418048,890.1676805689931
662,64816939008,955.9477558359504
672,66786951168,944.2736031487584
682,68786454528,1019.29428614676
692,70815449088,999.704441986978
702,72873934848,1076.828395947814
